Bin   #(%) accepted   #(%) rejected    # F2    # F3    # F4    # F5    # F6    # F7    # F8
  1     616(100.0)        0(  0.0)       0       0       0       0       0       0       0
  2     600(100.0)        0(  0.0)       0       0       0       0       0       0       0
  3     582( 99.7)        2(  0.3)       0       0       0       0       0       0       0
  4     134(100.0)        0(  0.0)       0       0       0       0       0       0       0
  5     149( 99.3)        1(  0.7)       0       0       0       0       0       0       0
  6     166(100.0)        0(  0.0)       0       0       0       0       0       0       0
  7     583(100.0)        0(  0.0)       0       0       0       0       0       0       0
  8     616(100.0)        0(  0.0)       0       0       0       0       0       0       0
  9     597( 99.5)        3(  0.5)       0       0       0       0       0       0       0
 10     166(100.0)        0(  0.0)       0       0       0       0       0       0       0
 11     134(100.0)        0(  0.0)       0       0       0       0       0       0       0
 12     150(100.0)        0(  0.0)       0       0       0       0       0       0       0
____________________________________________________________________________________________________
Total  4493( 99.9)        6(  0.1)       0       0       0       0       0       0       0

